frame_idx,timestamp,speed,acceleration,stride_length,step_time,cadence,flight_time,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,trunk_lean,direction_change,energy_expenditure,gait_symmetry,stride_variability,fall_risk,injury_risk,joint_stress,fatigue_index,body_center_disp,l_valgus,r_valgus,risk_score
35,0.5833333333333334,2.9263430175895038,-241.953969297382,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,129.03960808389473,156.24273099871317,163.83642725383305,131.43700867204367,3.046993069219356,True,767.2941705341893,81.53679231242909,48.86236674550183,0.5706245884088095,0.3959870718076302,0.19197414361526047,0.0,0.03784968249243302,0.533446103595369,1.2252682513847801,63.243129848704996
36,0.6,2.6985551006849295,-111.01828623777962,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,124.18178388309558,155.5118864921224,165.00404094760805,131.3223161190322,2.8841708686168754,True,728.0007548681502,81.53679231242909,48.86236674550183,0.569810477405797,0.40905736438500806,0.21811472877001617,0.0,0.007011265947995666,0.49131896041005924,1.2166892315285698,63.92405723704536
37,0.6166666666666667,2.9009770130452623,282.4165100971932,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,84.76575057305456,148.56002942484733,179.32282190731402,131.0539852812447,3.2770631591286694,True,762.9185347503077,81.53679231242909,48.86236674550183,0.5717749388583561,0.46930959447175014,0.33861918894350024,0.0,0.08546030594443382,0.04522430731311153,1.1727602758870972,64.7420400734237
38,0.6333333333333333,2.839028159297858,-181.9185571656828,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,67.8848360656616,144.420875420491,172.7081736643315,131.19719478601195,3.4893897015965485,True,752.2323574788804,81.53679231242909,48.86236674550183,0.5728365715706955,0.48648621964742533,0.3729724392948507,0.0,0.03492736733445852,0.1613054976741404,1.1409453968466166,65.50956870267225
39,0.65,2.740299879751333,-38.328577821235,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,45.31573594520685,117.43354500350576,154.2846559356037,127.72741648742243,6.309208290090831,False,735.2017292571048,81.53679231242909,48.86236674550183,0.5869356645131669,0.5319264771943559,0.4638529543887118,0.0,0.02428053888427411,0.7373313300004184,1.0902376067519965,66.38889034181064
40,0.6666666666666666,2.578605110748671,-68.51722994507237,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,38.74126534043095,103.75338905189737,147.91118961241918,126.13066835064153,7.6085666818919355,False,707.3093816041458,81.53679231242909,48.86236674550183,0.5934324564721725,0.5494980628346271,0.4989961256692542,0.0,0.005247972726735134,0.9662519723850292,1.0688618189566923,67.8123085741116
41,0.6833333333333333,2.430790896523388,-6.078039329354095,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,39.18346582698434,100.27681029333387,146.56927720366542,125.6018662925075,8.02328842018677,False,681.8114296502844,81.53679231242909,48.86236674550183,0.5955060651636466,0.4032585962588342,0.5026152260499637,0.0,0.003559628265979926,1.0086839326407098,1.0692500197969537,68.75506947097504
42,0.7,2.4718466988621492,174.90970069371042,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,93.2714197456192,82.24230079143761,142.7077455480435,125.59410483040351,9.42603787488292,False,688.8935555537206,81.53679231242909,48.86236674550183,0.6025198124371274,0.4841352375612749,0.3053557872941874,0.15728671957090623,0.0521456620667782,1.2877133784888164,1.0786482955524008,67.90087187130031
43,0.7166666666666667,2.421431912670907,-93.86153370006042,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,114.76267876041723,76.51137423466812,141.6641490925829,125.46408052846205,10.073512409987298,False,680.1970049357313,81.53679231242909,48.86236674550183,0.6057571851126492,0.5524343620839242,0.4171151343692798,0.21938397449642133,0.026073010688043723,1.387655576785517,1.0852644487572092,68.07338118725387
44,0.7333333333333333,2.390262554864061,15.890013061861966,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,140.4163157762351,91.78405576578842,137.55098418688286,138.5811175094902,6.944273087200717,True,674.8202907140504,81.53679231242909,48.86236674550183,0.5901109884987163,0.5094983872684472,0.34865374253173864,0.17585758001288926,0.030486903734894516,1.8355545467221401,0.7064599920862279,68.0673906298773
45,0.75,2.308664990223293,-64.25416728227773,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,149.2066644693162,101.75039534079195,135.7913600565076,145.92922485742642,5.446284773053325,True,660.744710813518,81.53679231242909,48.86236674550183,0.5826210469279793,0.48097336514211136,0.3123362179956486,0.12402628072143529,0.012638521792456264,2.051013173775181,0.5036051860583117,69.23019527948246
46,0.7666666666666667,2.255509293027574,26.045043661167792,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,176.97964008234786,93.5006864282192,141.1901023959124,154.7125479173941,0.24257144423585078,True,651.5753530472565,81.53679231242909,48.86236674550183,0.556602480283892,0.45188483327636786,0.2999233629307147,0.009615759055052816,0.019873257010948844,2.2356758262717005,0.3118006997182442,70.0491621599222
47,0.7833333333333333,2.183597243774034,-31.137066511587502,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,169.1949668888277,89.12731611914366,143.80319151288077,157.8545916047514,1.850794769567816,True,639.1705245510208,81.53679231242909,48.86236674550183,0.5646435969105519,0.5150731493157982,0.3115036937352863,0.296606512240775,0.011224070830938885,2.260950857945696,0.2559550039997387,71.412940717159
48,0.8,2.1015500090300585,-22.61600053026509,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,167.1114066894304,86.93960711146514,144.72681423501678,157.80458448048546,2.314246804697031,True,625.0173765576851,81.53679231242909,48.86236674550183,0.5669608570861979,0.5469071839667516,0.3158930478522407,0.44480330020315634,0.004941847707554133,2.2317360916423645,0.26437786259634966,73.0110339447144
49,0.8166666666666667,2.038280993664102,17.19496670337224,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,169.97368364410838,101.08728545240933,147.78132669454888,170.21448589215154,4.041673702451596,False,614.1034714070576,81.53679231242909,48.86236674550183,0.5755979915749707,0.566605246797927,0.29702733437662543,0.5904578980480717,0.009718227920545263,2.3721524652637194,0.007707945930966132,73.86348201924847
50,0.8333333333333334,1.967665518906204,-18.611969815108182,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,171.52568113700127,109.05839860879476,148.82156335872918,175.62170112582146,4.52136753458402,False,601.9223020113202,81.53679231242909,48.86236674550183,0.5779964607356328,0.5717392010449225,0.2845997685902345,0.6471965837490259,0.0045482356848384545,2.439782121868801,0.15320302751743395,74.17492758611182
51,0.85,1.990296951887318,136.99131088243217,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,169.07522482357132,110.17930832286099,158.0770712647821,150.951889025028,7.246340974245966,False,605.8262242005624,81.53679231242909,48.86236674550183,0.5916213279339426,0.5423169547828381,0.2895139086988506,0.4878000021670644,0.04260138216300204,1.491171092996016,0.7114712495466803,74.39086333278499
52,0.8666666666666667,1.9594692517205212,-83.88801870860038,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,168.85949893385222,121.93850997351892,161.89426751307792,144.65912813481708,8.378310229416632,False,600.5084459217899,81.53679231242909,48.86236674550183,0.5972811742097959,0.5225425595933602,0.27261793842528104,0.4311679519035985,0.019299151947679147,1.2245118775638806,0.9541000390758378,74.39422229459434
53,0.8833333333333333,1.9014742830354205,-49.340332170346414,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,169.16220257754347,125.3710471852479,162.67475301477717,142.9318418726934,8.566722049050437,False,590.50431382361,81.53679231242909,48.86236674550183,0.5982232333079649,0.51848108741347,0.26632306465329636,0.426597775434109,0.005593502477905101,1.1610711685360644,1.0201902401312108,74.32930294457962
54,0.9,1.9025758109777353,95.86850213738077,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,167.8475297191268,80.09674290711742,163.258629062187,138.1204828034169,8.891318294402389,False,590.6943273936593,81.53679231242909,48.86236674550183,0.5998462145347248,0.5237885762817611,0.3400719181570757,0.2687630860161166,0.032223645156127904,1.0718114561526362,1.1224966677632227,74.18038143984494
55,0.9166666666666666,1.8655042513214606,-68.57937020962177,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,165.67982380719369,61.882886054969696,163.18570199932205,136.05907098037702,8.921784056086594,False,584.2994833529519,81.53679231242909,48.86236674550183,0.5999985433431456,0.5260147110601923,0.3687213143315222,0.2082702694721558,0.013173817811920481,1.044836684680799,1.1491156265039104,73.99243936259748
56,0.9333333333333333,1.9558843805612633,117.14886523506466,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,178.88470792533505,152.34607748919188,163.64683205327702,134.3649540989294,7.814853715876342,True,599.8900556468179,81.53679231242909,48.86236674550183,0.5944638916420945,0.4425968127565223,0.15490190420754424,0.32572930326375105,0.045715173171067686,0.8379457997868752,1.22607232395711,73.74794335248008
57,0.95,1.8843823505225719,-100.87298772724748,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,175.56734929950642,167.9883489593434,163.92332210790684,134.05333847152977,7.299336641334682,True,587.5559554651436,81.53679231242909,48.86236674550183,0.5918863062693862,0.4323102803366616,0.05338797249150094,0.5280814704545556,0.017694895439954707,0.758856016950992,1.2474132375969726,73.12739836199592
58,0.9666666666666667,1.922219226532087,51.62189242989116,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,179.63651712473734,168.78463030721812,167.55877450422034,133.80934656366946,5.928395113437673,True,594.082816576785,81.53679231242909,48.86236674550183,0.5850315986299011,0.4322661814511767,0.06738090598221472,0.49287864230034667,0.032034311724543366,0.6103022024545782,1.2803409696706787,71.601367011095
59,0.9833333333333333,1.943487786874812,-75.0658437815701,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,178.89687625722664,168.24957436251583,168.9224689509604,133.86028205179775,5.401803517296633,False,597.751643235905,81.53679231242909,48.86236674550183,0.5823986406491959,0.4700502914267216,0.0654681950231543,0.6865809695757222,0.011182685949690076,0.5617726118847173,1.2898658347660026,70.23499408123664
60,1.0,1.7963622429491026,-35.25229808843188,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,178.0383260495687,167.66477921547974,169.16634171057257,133.99932652869643,5.305379515367626,False,572.3724869087202,81.53679231242909,48.86236674550183,0.5819165206395509,0.4684095977017705,0.06200774360377531,0.6870286294994143,0.0013903797500490404,0.5583166616442135,1.2887643749280542,68.94236192192777
61,1.0166666666666666,1.8152220759183666,136.87849001941456,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,154.84784312205917,171.49243855775083,164.91549158040596,135.83292652823533,4.331832484169377,False,575.6258080959183,81.53679231242909,48.86236674550183,0.5770487854835595,0.48282740446335404,0.0919437646263781,0.684277610750825,0.039412187095835945,0.6799732544109461,1.2497761939726102,68.09302818944981
62,1.0333333333333334,1.6021540987694398,-79.66395024270561,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,141.96782360357523,173.09808767970068,162.89884842368312,136.6568896385369,3.9607544084109896,False,538.8715820377283,81.53679231242909,48.86236674550183,0.5751933951047676,0.5198089607215528,0.18239492253268463,0.6430574972760528,0.017283309372952724,0.7476966846994931,1.2366303557092901,67.92473489608645
63,1.05,1.5853474145347766,81.86535057049731,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,140.4533517279182,165.74392975161575,160.22275203051376,135.98982864783204,5.03858220651829,True,535.9724290072489,81.53679231242909,48.86236674550183,0.5805825340953041,0.49763171041638593,0.1569935966032157,0.5956745605738903,0.040023687260268906,0.8322282418056149,1.1781973121402471,67.51113562065399
64,1.0666666666666667,1.406133683195079,-88.45714398403109,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,140.36386443502943,161.16918200026677,159.16243681571095,135.47074571343524,5.521702930877659,True,505.05806035115114,81.53679231242909,48.86236674550183,0.582998137717101,0.44667193136164574,0.13301537700945168,0.40082121428459944,0.015452255427244448,0.8588578816322526,1.1564773774859707,66.86201934412873
65,1.0833333333333333,1.3362173516432787,-45.2186614832871,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,144.57739135665477,159.81215321718875,159.02798325889077,135.27721642308668,5.74004330958627,True,492.99749315846555,81.53679231242909,48.86236674550183,0.5840898396106441,0.402163313234001,0.09761623358851998,0.26677598219870513,0.002891514619042696,0.8636079656158834,1.1509832549914174,65.92122899681631
66,1.1,1.4297029966589867,183.10525393632196,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,172.9285813521693,152.92025729867223,162.78028403969714,139.57231103721944,9.244272801821245,False,509.1237669236752,81.53679231242909,48.86236674550183,0.6016109870718189,0.38783250571225186,0.11292954411900612,0.15683866826374393,0.053754091260419586,0.8178183159112316,0.9963463419613784,65.22724572106256
67,1.1166666666666667,1.3026967772394789,-114.46882207307416,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,166.12449442079705,150.33162601661257,164.44167169559475,141.5667627411604,10.77054693730003,False,487.2151940738101,81.53679231242909,48.86236674550183,0.6092423577492129,0.3471592405554321,0.0943184811108643,0.0,0.0219571924244932,0.7961349693225414,0.9334821295447158,64.35181270367747
68,1.1333333333333333,1.39977288940776,221.42961549144667,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,157.05127469049688,157.87730480410843,171.8136855185058,150.22828813110698,14.622624864107943,False,503.9608234228386,81.53679231242909,48.86236674550183,0.6285027473832525,0.3090799500752091,0.018159900150418202,0.0,0.08346542633088201,0.753125803118039,0.8037909794219937,62.77616216377893
69,1.15,1.4178872197491867,-180.45977658170037,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,154.67310344514317,161.9664170619168,174.82212873290737,153.76610613639355,16.093269256179298,False,507.0855454067347,81.53679231242909,48.86236674550183,0.6358559693436092,0.32656711615121864,0.05313423230243727,0.0,0.03333770459841731,0.739024453586521,0.7544720031559309,61.44878998058394
70,1.1666666666666667,1.5355906782268554,110.74318994453628,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,151.0815354631521,155.95456863801252,174.93219112471706,163.67719495819122,21.90788688450722,False,527.3893919941326,81.53679231242909,48.86236674550183,0.6649290574852489,0.3294230269769846,0.05884605395396929,0.0,0.06409970549667376,0.7119808017772191,0.7272326737822872,60.1041571950245
71,1.1833333333333333,1.5753888222872545,-146.3075968666659,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,149.8284568984928,152.7977312712122,171.02943055051043,167.29643299812236,24.207478783094164,False,534.2545718445514,81.53679231242909,48.86236674550183,0.6764270169781835,0.3300842636246427,0.06016852724928546,0.0,0.02345870149012374,0.7002177511427833,0.7254293863724885,59.26302185432451
72,1.2,1.4793129339445734,-69.66354295744006,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,149.76559277330145,151.4214336263533,170.31508729989153,167.80447612816613,24.657014076984062,False,517.6814811054389,81.53679231242909,48.86236674550183,0.6786746934476331,0.32542894981856385,0.05085789963712769,0.0,0.004107715013161249,0.7008825092224581,0.7361868988483175,59.38127969871003
73,1.2166666666666666,1.4716843210553427,65.34355256384521,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,155.41124488263705,168.42004535647595,170.6309899383447,174.13259073238214,28.20032316041454,False,516.3655453820467,81.53679231242909,48.86236674550183,0.6963912388647855,0.34667253081625754,0.09334506163251509,0.0,0.02225870401456994,0.8481086042319099,0.7848657060799068,60.01534785500756
74,1.2333333333333334,1.4268411449151333,-51.09619677072747,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,158.05468122454735,177.23365431983515,171.17886486000145,176.37810864104262,29.467280578350383,False,508.63009749786045,81.53679231242909,48.86236674550183,0.7027260259544647,0.3607526670856735,0.121505334171347,0.0,0.00806531431949461,0.91692887144409,0.8086926259997627,61.02271685274805
75,1.25,1.4785865162796208,109.605207794615,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,162.28086646633176,144.31440154758855,172.4759567533681,172.05204730264643,29.324996093967343,False,517.5561740582345,81.53679231242909,48.86236674550183,0.7020146035325494,0.3678911758920301,0.13578235178406017,0.0,0.03851120902706104,0.9928322802318724,0.9125873806855058,62.01690681633537
76,1.2666666666666666,1.4703917477661017,-81.84720164570962,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,164.11619696784845,113.9940169439465,173.0869513806228,169.72732069941165,28.929053876162865,False,516.1425764896526,81.53679231242909,48.86236674550183,0.7000348924435271,0.44718109360721975,0.2943621872144395,0.0,0.01577587250834617,1.0131305730641398,0.9523833792812916,63.4944493099957
77,1.2833333333333334,1.4558002992389603,-42.65108984526579,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,164.5606220408823,105.97938122799407,173.38435242498772,168.90118856129592,28.730523026468724,False,513.6255516187207,81.53679231242909,48.86236674550183,0.6990422381950563,0.4532067660513671,0.30641353210273425,0.0,0.00392834612962484,1.0180165248124298,0.9611124090089962,64.25158629523597
78,1.3,1.5045471417784266,91.39291654909364,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,163.98834379032866,164.47535968957942,177.56681501940653,164.93725148998857,26.80271297110116,False,522.0343819567786,81.53679231242909,48.86236674550183,0.6894031879182185,0.3163539540014797,0.03270790800295942,0.0,0.02931527043969237,1.1095427875770303,1.010851273464404,63.42571029236197
79,1.3166666666666667,1.507787665493633,-64.71640226561321,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,163.63386292973286,173.37069134162846,179.47623556247908,163.3155616200256,25.909303996467187,False,522.5933722976517,81.53679231242909,48.86236674550183,0.6849361430450487,0.34992754993855085,0.079151401989096,0.0517592447200144,0.011338489875364247,1.1508164803974648,1.0299761613887282,63.29706195085929
80,1.3333333333333333,1.6918062730837586,306.7885616357148,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,157.37580509844227,166.50582509308592,179.28956934072605,163.6287721246589,22.997280631554716,True,554.3365821069483,81.53679231242909,48.86236674550183,0.6703760262204863,0.3419166455923417,0.08383329118468345,0.0,0.09655754500045899,1.0486322008915747,0.860279542388828,63.3862626821904
81,1.35,1.6870921754095614,-202.7275382102154,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,155.1107212820324,164.74386270212437,178.99464464693253,164.1627371661198,21.7652734131359,True,553.5234002581493,81.53679231242909,48.86236674550183,0.6642159901283922,0.3420285524196085,0.084057104839217,0.0,0.04024433318448121,0.9906579086022843,0.7824069074934012,63.1552671799353
82,1.3666666666666667,1.7313593837413686,4.278326812225572,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,162.93578106858,170.67463466713457,172.75219531083343,160.59774531822222,18.528451790428598,True,561.159493695386,81.53679231242909,48.86236674550183,0.6480318820148557,0.1425664528017811,0.07121656499228363,0.0,0.04143275744159866,0.9298259446688462,0.7104627373684764,62.287732892797976
83,1.3833333333333333,1.7449574891945951,-104.54471403952807,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,166.44702542657424,172.96903831982007,170.13128278814003,158.97135783976026,17.396123422885818,False,563.5051668860676,81.53679231242909,48.86236674550183,0.6423702401771418,0.33185627914531335,0.06371255829062668,0.0,0.012392555612461612,0.9086176275689475,0.6908372276965278,62.678442081210484
84,1.4,1.6847027367943073,-37.06663402283789,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,167.76873912488134,173.9218227157941,169.4150187332919,158.47532184109184,17.177343640575415,False,553.1112220970181,81.53679231242909,48.86236674550183,0.6412763412655897,0.32949635801915184,0.05899271603830365,0.0,0.0020962671483411004,0.9084021634992717,0.6902213986254805,62.66161987260747
85,1.4166666666666667,1.766064452350041,186.33025681663864,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,156.64054669707994,178.21481290884415,170.75458419811247,152.95687277691113,13.985069573012371,False,567.146118030382,81.53679231242909,48.86236674550183,0.6253149709277745,0.36679182312564285,0.13358364625128571,0.0,0.0538546780306394,0.6110484292593634,0.7448051480379569,63.35239694337661
86,1.4333333333333333,1.7185822751249837,-114.77012785522004,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,148.73315332036842,175.08910458680387,172.61111546477719,150.90194456887045,12.78793652720912,False,558.9554424590597,81.53679231242909,48.86236674550183,0.6193293056987583,0.38197080820734575,0.16394161641469146,0.0,0.02197408313407341,0.48621480283220236,0.7622421885822659,64.31099234824222
87,1.45,1.7883534124052274,110.18296571893787,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,135.937894780631,173.6420068172278,174.8898446054202,147.6761757746366,10.351660103042144,True,570.9909636399017,81.53679231242909,48.86236674550183,0.6071479235779235,0.4194258654705339,0.23885173094106782,0.0,0.05258046617321045,0.4686755401503071,0.8714239975208949,65.56615905196999
88,1.4666666666666666,1.7648453923167198,-116.28058075971204,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,131.4989189285471,173.58345259204265,175.06274442098655,146.6681284323483,9.488809884185477,True,566.9358301746341,81.53679231242909,48.86236674550183,0.6028336724836401,0.42766145175722897,0.25532290351445797,0.0,0.020280300975048977,0.4785711699665177,0.9170200204703345,66.17547513901975
89,1.4833333333333334,1.754245035429444,-51.83205141338037,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,130.82844156604727,173.98511774782511,174.9627274910175,146.6750645935469,9.419057786516717,True,565.1072686115791,81.53679231242909,48.86236674550183,0.6024849119952963,0.42801832537412965,0.2560366507482594,0.0,0.0058825071880415445,0.497756873478756,0.9292884900550884,66.43511246703883
90,1.5,1.8008683435460275,67.75029273835958,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,146.2160061258124,167.6714522303834,179.64568922869506,144.87019459858422,10.364808118796468,True,573.1497892616898,81.53679231242909,48.86236674550183,0.607213663656695,0.3706834973401256,0.14136699468025132,0.0,0.024702035207039928,0.3436906121755363,1.0173000526094775,66.17814852512105
91,1.5166666666666666,1.744360926282968,-48.75680452582549,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,150.35212255621835,164.83210985595088,177.8779401597214,144.3627234185666,10.881283768626139,True,563.4022597838119,81.53679231242909,48.86236674550183,0.6097960419058435,0.372543369043303,0.09933555893728083,0.11437794787331293,0.011158476769083858,0.27856028273931877,1.049389713664407,64.76226424447975
92,1.5333333333333334,1.8044277197664516,130.16961651105578,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,150.78469287016335,165.39596940505234,170.6177648034411,148.32311149724114,14.672086293073605,True,573.7637816597129,81.53679231242909,48.86236674550183,0.6287500545280807,0.390992537090854,0.10818158415221253,0.18450872507373883,0.04731670791669867,0.21767794599580428,0.956820344512014,63.435524694259605
93,1.55,1.7663091491766072,-94.86829415747563,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,150.590889063598,166.18103442535627,167.86318809850812,150.29352972741736,16.432657669178404,True,567.1883282329647,81.53679231242909,48.86236674550183,0.6375529114086047,0.4336855112776717,0.1152841862622811,0.38021709073265564,0.020964400821789544,0.20308163427287748,0.9101683501076945,64.0139563496494
94,1.5666666666666667,1.849132066321931,129.2375208775933,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,152.46282010776704,176.62154963613935,159.24246646309038,159.92437431762028,20.89750566770623,True,581.4752814405331,81.53679231242909,48.86236674550183,0.6598771514012438,0.4189459757976813,0.16747325447912012,0.1760467427906063,0.05686371648459382,0.12641933291529253,0.7956309647885209,64.69075952389261
95,1.5833333333333333,1.8860222824706045,-127.89751831652718,0.3739625467832583,0.30625,195.91836734693877,0.10718749999999999,152.7369912986041,169.0070419920632,155.61570900798299,164.10385330300667,22.689391483293203,False,587.8388437261792,81.53679231242909,48.86236674550183,0.6688365804791787,0.4437626175662165,0.13324820293355671,0.3856925804971904,0.021336623800085778,0.09641003484879392,0.743606111073605,65.0836104267934
