frame_idx,timestamp,left_knee_flexion,right_knee_flexion,left_hip_flexion,right_hip_flexion,left_ankle_dorsiflexion,right_ankle_dorsiflexion,left_elbow_flexion,right_elbow_flexion,trunk_lateral_lean,trunk_sagittal_lean,pelvis_obliquity,pelvis_rotation,left_thigh_angle,right_thigh_angle,left_shank_angle,right_shank_angle,trunk_segment_angle,left_valgus_clinical,right_valgus_clinical,left_arm_swing,right_arm_swing,arm_swing_asymmetry,left_knee_ang_vel,right_knee_ang_vel,left_hip_ang_vel,right_hip_ang_vel,left_heel_strike,right_heel_strike,left_toe_off,right_toe_off,stance_left,stance_right,double_support,step_width,foot_progression_angle
35,0.5833333333333334,127.24162738776919,164.22773006052287,176.08590100017202,144.3422061511841,148.99471567290107,113.17108968850579,63.27982519052626,139.8922918083805,-3.3989600950133023,3.395966908140894,9.212065683302717,16.21807756012603,20.846782597722736,-47.10838226464777,71.80717451362807,-23.351113263467433,-3.046993069219356,21.961584511936536,9.428866948918948,15.570750151247207,9.512392182789572,6.058357968457635,-725.1017738241796,-129.43778850188494,57.87302277600929,-47.334111583051595,False,False,False,False,True,False,False,1.675775288237353,44.13139839802739
36,0.6,107.39368094811145,158.28059878167176,171.67154429867722,143.51382832614743,139.4656468132966,116.33808025283808,63.55057891150915,143.89244928981176,-3.224340044389996,3.280298692784062,9.104832149972136,16.026055060676118,19.168035618956264,-47.05243755364642,74.98625173564724,-22.564324045879342,-2.8841708686168754,26.137665882104482,11.636969602677926,16.952892602605566,11.757130496368104,5.195762106237462,-291.46945204794946,-43.85067039544708,83.98201542003108,2.908675964678764,False,False,False,False,True,False,False,1.6582013457861018,46.30558031168378
37,0.6166666666666667,85.80356048939584,147.81154908254032,164.39308928554573,142.83846858174164,132.1299443353426,124.23416752784136,56.645946236564846,141.90702606908238,-3.6689277491754058,3.789300570796026,3.5519196334179837,6.207222921808853,1.6597270574964385,-44.66573601317385,83.10602351519594,-13.225765438160927,-3.2770631591286694,29.384240938444854,14.713920847333558,39.95212197577065,14.876030961133008,25.076091014637644,-2364.961998602461,-417.1114240365034,-532.0195041258506,52.00809158333641,False,True,False,False,True,True,True,1.3054020184257815,47.52247008844513
38,0.6333333333333333,66.96809931921098,134.50505927575148,155.20125947915335,142.40097627336522,128.49399502415267,135.233588892448,60.81718975813886,140.15962991491003,-4.673288350371501,4.834427762236689,0.8614747306683246,1.5036703597709502,-5.654434793759731,-43.26213226273123,73.53927085911052,-7.683007683387107,-3.4893897015965485,30.947862670042618,18.25456358339152,51.08112025407579,15.594087687711127,35.48703256636466,-1012.8548704435775,-248.3492402613797,-438.942079736629,45.10610441249753,False,False,True,False,True,True,True,1.1430465889143577,48.032812056355525
39,0.65,55.2337139167088,120.28565350060472,145.30579465493022,142.46751868053067,128.9902619750664,146.957704602774,75.3542017356083,145.64402506533864,-6.020856843744277,6.164921598870195,1.7773436138960717,3.103045187807175,-24.126035948273852,-40.60468934769449,69.44177189314524,21.96176564843057,-6.309208290090831,30.486917730459375,21.913944280300274,74.83198337549382,12.702743755585802,62.12923961990802,-1354.1460072272848,-1619.2398250191147,-1281.410512926127,-4.681153468509365,False,False,False,False,False,True,False,0.606021124532703,47.49626954758269
40,0.6666666666666666,53.566205881743926,107.03436261653499,135.91628203267152,143.43793249644688,132.57791589292043,156.95366943210982,164.2170442827092,148.9843797703144,-7.379746403189757,7.424210710984258,2.6081536717997666,4.555233706925733,-30.412496905807476,-39.50268069622695,69.1537622458324,36.74393025140662,-7.6085666818919355,28.10708945640144,25.43380530059807,84.00697649818731,10.845394812272415,73.1615816859149,-394.4682362865542,-820.809357096503,-458.14606618681296,-6.296293212641899,False,False,False,False,False,True,False,0.39076464178586134,46.19186092019235
41,0.6833333333333333,62.67020243199791,96.30424954381525,128.0016728527653,145.70622851294644,136.87114132690482,163.4036567070571,177.04250507717467,150.5269335603073,-8.380643982367756,8.247117650430269,2.5029108517957392,4.371184381577973,-31.591308200990262,-39.359649401465724,70.77477402752682,40.36354030471249,-8.02328842018677,24.243040946070444,28.641550783114816,85.9651738632486,9.6707156007675,76.2944582624811,26.532029193203357,-208.59472551381032,-96.84428250448207,-12.323275692453421,False,False,False,False,False,True,False,0.3421802316786416,44.53178396852922
42,0.7,80.7837500463777,89.07818511418262,122.14912370861477,149.46753476410703,138.8761880910286,165.60181743004324,172.76714581863277,146.05054114257823,-8.709886470527797,8.371046845789671,7.9403613735277085,13.947953979801223,-35.72221361168463,-35.79869550027808,51.00636664190379,61.95900370773409,-9.42603787488292,19.469165998645433,31.42803139944835,80.57285756006351,9.800189017153606,70.77266854290991,3245.2772351180915,-1082.0705701137751,-331.6464779174049,108.7239526737909,False,False,False,False,False,True,False,0.02891560550714993,43.08079022524414
43,0.7166666666666667,104.2358997429631,85.63816561254477,118.55174663473167,154.55197025889046,136.11412168948166,164.0346836001685,175.07292668106916,140.415747999407,-8.190631838688018,7.725852883530188,10.601089508895482,18.71645947872959,-36.781298221096435,-34.38211876333953,28.456023018010125,69.10650700144568,-10.073512409987298,14.338707064483852,33.70986881660447,75.40268983863133,10.148031823031404,65.25465801559993,1289.4755408878818,-343.85559340616936,-104.26444427716149,37.96493243415682,True,False,False,False,True,True,True,0.08427499919769664,42.06054172215454
44,0.7333333333333333,128.55343960218892,85.59753837014738,117.09144461708013,160.37608360764776,127.64447408553417,160.08700591799914,166.45664231584814,119.07851708422687,-6.826376634701201,6.468962882152485,14.08683929557154,25.09384626909801,-45.38284403754057,-22.6179283987759,-5.799159813907435,65.59801583492485,-6.944273087200717,9.306434348243556,35.38766109304193,77.96718881326291,9.47602332410726,68.49116548915565,1539.2182209490727,916.3608918672179,-255.91646713282984,796.860053411325,False,False,False,False,True,True,True,0.43581466800023244,42.67201324035938
45,0.75,149.69706435834723,88.08779383525936,117.45409063196023,166.06307198349677,114.48907883346118,155.5404566904129,160.7257264773057,99.57471929927888,-4.791063003974492,4.946803797719622,15.291110930302086,27.340229567903346,-49.08556101183272,-16.16414411747389,-18.29222548117208,62.08546054125894,-5.446284773053325,4.724613345749628,36.319149847408426,79.81452435382239,9.111968030862215,70.70255632296018,527.4209215848651,597.9803745002118,-95.44686319707523,434.58793775958384,False,False,False,False,True,True,True,0.5676227272100477,44.53781031985978
46,0.7666666666666667,165.00665872713742,92.01854933457048,119.22857085043317,170.7029091271004,99.24571937705701,152.05276214446835,154.36251272364635,148.37921780177768,-2.368590856947885,3.5898854187625644,8.989630585635084,15.819892520995687,-49.87118920192495,-10.979411636392093,-52.891549119424766,75.51990193489975,-0.24257144423585078,0.8624617135482248,36.32981208589862,79.56568709243386,9.64523812558707,69.92044896684679,1666.3785367818996,-494.9825347543654,271.69715682474674,622.1590022499623,False,False,False,False,True,True,True,0.9193273066046106,46.99080844232704
47,0.7833333333333333,173.60829184848535,96.30377499986086,121.97252060085049,173.64415601251397,85.09735538864714,150.73713272648018,151.49321878979546,160.551786686446,0.13430081293532792,2.7776683511994387,5.689743799690306,9.963248486972168,-49.58376087059135,-9.468723559408241,-60.38879398165446,81.40396032096146,1.850794769567816,-2.093701645996916,35.2727116445692,79.43038887380428,9.989801878337369,69.4405869954669,-467.08039161120894,-262.4022185445324,140.28249704711698,37.40335718992924,False,False,False,False,True,True,True,1.0464225288575713,49.2921925613336
48,0.8,176.26287147189302,100.00882538561359,125.25033052080677,174.68268823510593,74.69548261730112,151.89978382857603,150.86057374370415,162.43425292058865,2.466055367025145,2.724140893661348,4.5665812877828245,7.987107475737022,-49.10869793233818,-9.97058804032519,-61.99729124280169,83.08980484771746,2.314246804697031,-4.064476178049938,33.120353261290965,79.48103041779436,10.115798932162944,69.36523148563141,-125.01361196383868,-131.26254046071125,51.45439823305509,-4.276058350034759,False,False,False,False,True,True,True,1.06366115012989,51.14328066584603
49,0.8166666666666667,174.81901874620817,102.4688270610515,128.65827896310205,174.0630986906663,69.39005621385279,154.972974015333,130.88221306542314,172.47881854440595,4.4703164969910745,3.4250245150940075,2.1028109188415427,3.671746123009903,-47.42669145071469,0.2616165398267468,-57.45300780653831,79.17433108693682,4.041673702451596,-5.098017404898808,30.038895552114607,87.24979646910988,14.062502711001429,73.18729375810845,171.73661728067884,848.8607004566518,260.1103834939201,-667.9943739239167,False,False,False,False,True,True,True,1.0880596918132226,51.8975303431654
50,0.8333333333333334,171.5193545248886,103.45244614774404,131.85290724673231,172.31017802011917,69.05013704695033,158.666198274501,125.42669783540569,166.64293315378512,6.081388599172075,4.678732062354051,1.2585618137826489,2.196958109804369,-46.66161168375605,4.887443000097436,-55.13593054669953,75.8290443908199,4.52136753458402,-5.358812279807742,26.38833074643572,88.04377146193322,15.792587875033492,72.25118358689973,93.11984957357367,478.2667893831257,101.50314137321573,-281.9920164091485,False,False,False,False,True,True,True,1.0829242627453952,51.82711608753496
51,0.85,168.38526885383402,103.35619892759814,134.5917490762258,169.99600257709395,72.42954204769183,161.31334761031906,133.9757523822872,176.76482099283047,7.2915683297320735,6.16362996616317,5.949348359567887,10.421051429838503,-38.323853333260935,-25.039579819319766,-49.24862850958125,44.78111185709522,7.246340974245966,-5.080633856247264,22.626563189966944,52.48510494505168,19.681412681531523,32.80369226352016,-147.02737880579718,67.25458284397376,436.23754224653453,696.5015521928967,False,False,False,False,True,True,True,0.45326426057839037,50.92462375154438
52,0.8666666666666667,166.80485267549238,103.28938601474465,136.77774410417712,167.56297200779335,77.82824817403691,161.331585665533,139.789993567793,178.93861899802087,8.11570566643768,7.537978790945406,7.733725686073973,13.580473701821088,-34.827550838625,-33.587985538505016,-45.968051904637754,24.473504487445148,8.378310229416632,-4.5032642478272535,19.15452437504677,38.71118646935417,21.130375061177844,17.580811408176324,-12.94355338314574,705.5520990394757,168.91430989789626,-333.57133818820387,False,False,False,False,True,True,True,0.16821557257967285,49.585575076543904
53,0.8833333333333333,167.34407265915613,104.86881967270338,138.47897039886055,165.26155173237737,83.74710585365068,157.66953854842313,141.05955291055815,179.8621932291215,8.57082200728349,8.528459921912557,7.966196911834009,13.993925629864645,-34.01335772540594,-35.81653975239461,-44.85115514771933,18.812413061910956,8.566722049050437,-3.8173439640193245,16.18431986567793,35.887622698854734,21.391884571172007,14.495738127682728,18.16221862147472,205.95223270373907,26.98345882078513,-89.1734093992983,True,False,False,False,True,True,True,0.08409362566772635,48.13766434971984
54,0.9,169.74640534667273,109.65828001531236,139.89275643978783,163.1822651444756,89.3099542583382,150.12726222198359,138.63702307842564,179.98953452230995,8.674129025163554,8.98383630726805,9.880709437026121,17.418102003779744,-34.43853857521055,-40.520425398515464,-46.591008855774035,59.38283169339825,8.891318294402389,-3.1309438308845023,13.70663710417267,26.571189463509555,31.839108000064993,5.267918536555438,-78.8803715049994,-2716.4582566878294,-36.62651167788681,-219.108570692253,False,False,False,False,True,True,True,0.011333787041528246,46.48932846999787
55,0.9166666666666666,173.083504531908,118.4319250930434,141.24814823085327,161.32444172891962,94.3680096807303,139.45785922953135,136.0573765829275,179.34177721522346,8.452204452587797,8.886129229072361,10.650901212647728,18.806457452106837,-34.99131044046175,-42.26526575968787,-49.311486632795976,75.85184818438634,8.921784056086594,-2.458934304606419,11.572914512475128,24.140535682285684,36.372079873841294,12.23154419155561,-130.06235471598757,-1092.8314111288632,-37.05823819865316,-90.56536457127834,False,False,True,True,True,True,True,0.006906994639263594,44.81058826986901
56,0.9333333333333333,176.0352514153228,130.65331422249545,142.68031765454813,159.65636506388955,99.33122361141554,127.1986624941792,132.58757058493524,173.80980238883922,7.951355463873496,8.326463145937797,10.019878076716447,17.6684727212136,-32.08708352269869,-44.77865134069637,-30.971791448066806,-17.124728829885917,7.814853715876342,-1.7319444384365297,9.633138127796746,20.479361085454137,46.56801673273953,26.088655647285393,792.2930470884819,5427.791486053331,92.04164030270363,-197.01728206559437,False,False,False,False,False,False,False,0.368535877556513,43.93482224415292
57,0.95,177.2731026388403,144.52098430777406,144.13708202765432,158.15184391974265,104.83577390977696,115.256341514182,131.07701113283008,171.90697997797176,7.242246262868436,7.46154723153717,9.674673379457763,17.047821639520823,-30.61430459946923,-45.44349284558091,-26.181653898956274,-33.43184180488545,7.299336641334682,-0.8260959254050674,7.841261311001262,19.682905765990018,50.15970897551448,30.47680320952446,-199.04151754971792,938.5362882090908,57.19108811756371,-69.21533661229944,False,False,False,False,False,False,False,0.5213276444934186,43.92439354300843
58,0.9666666666666667,175.8817984351515,157.5962065961359,145.3710513423008,156.81033745190314,111.35565201130032,105.38327554829523,128.84204222628273,167.43053272282881,6.417189153844372,6.468443478345763,9.737681732099134,17.16100927392851,-24.46823880722749,-45.78466947027861,-24.104755932568676,-34.56929977752552,5.928395113437673,0.38108045481896413,6.2779418995684635,25.145465517958126,49.41582116994083,24.2703556519827,244.15006951385521,47.7768808724835,285.1383596268613,-88.48477820087567,False,False,False,False,False,False,False,0.7346370890503486,44.50409985521088
59,0.9833333333333333,171.70386894862278,167.66558780834424,146.0324603633273,155.67336170213298,118.85149790305637,98.74859742581141,128.3353617305084,165.4181309160357,5.583074416232094,5.511366795451697,9.812236520691046,17.29499403749232,-22.155554675975498,-45.717719126637256,-23.258678418103976,-33.96729348919794,5.401803517296633,1.9312602940265913,5.102705897344634,27.657090502147483,48.31756225511297,20.660471752965485,-44.37845205064207,-32.10335668213759,109.29057737160974,-24.38227595593162,False,False,False,False,False,False,False,0.802412406759756,45.28701818491447
60,1.0,165.47001127613336,173.40833006133383,145.82819197442245,154.84164200584576,126.56256392716189,95.75226529446311,128.40047097546906,164.92457888285423,4.854350855538682,4.726838460382483,9.838268451443719,17.34179102421714,-21.758559244088882,-45.54751876369018,-23.72023319394399,-33.21229797921747,5.305379515367626,3.7073256157324534,4.478934992302998,28.59280329919352,47.48076990647034,18.887966607276823,-51.5130124594765,-35.08770882216538,20.234893503898093,3.1603778943127736,False,True,False,False,False,True,False,0.8049037827116934,46.03053917249706
61,1.0166666666666666,158.61914738157222,174.64317732311795,144.67908012480663,154.48336332685324,133.05866306212914,96.09370273472247,146.2714605381434,148.1465356845749,4.34827976394264,4.22503174752255,9.593958653182163,16.90288838842662,-24.725590070910894,-43.130761459371854,0.4265668068732144,-34.623200017153266,4.331832484169377,5.400212703097104,4.505455171454024,25.768381403935802,46.13905824639696,20.370676842461155,-1391.4289756505714,229.65956053626542,-173.21774841272202,23.662898629530673,False,False,False,False,False,True,False,0.7889839943122198,46.55572179175589
62,1.0333333333333334,152.82373305494693,172.18727046303422,142.80768079188525,154.8144595315277,136.60939393046678,98.99675352534764,153.57247662083077,137.9760975433555,4.181114672751684,4.098907543539077,9.487039745929076,16.711008439602885,-26.235319854047475,-42.096037902490565,11.796856542012339,-35.194125582212436,3.9607544084109896,6.556184329308422,5.168877520994221,24.422969367725873,45.56899302684999,21.146023659124115,-772.8011711090369,96.33894731699115,-84.313683176714,10.522243288363029,False,False,False,False,False,True,False,0.7794055705993299,46.921412775437574
63,1.05,149.3829525946093,167.48797805659513,140.7194050908709,156.03607522189205,135.7844191255784,103.47145508454841,157.8102060784871,89.50367190718576,4.461936963631443,4.431294209363706,6.994471029058391,12.268660849623437,-30.737284430350176,-42.973521277843034,8.809363841372917,-28.717451029484167,5.03858220651829,6.703091134396927,6.32426908583183,25.021094281102762,44.090229472633425,19.069135191530663,-90.86831253942137,-441.24947568509583,-245.1083742805804,26.63843355489405,False,False,False,False,False,True,False,0.6634011869238656,47.05765485920118
64,1.0666666666666667,148.74357159558497,162.18721149631952,139.0826808948592,158.23463391068006,130.05269332459426,108.53730093180498,158.511293670161,69.75449427647953,5.281600015437445,5.293125743818123,5.937740767752999,10.400572782288156,-32.60102990345134,-43.58766756344361,7.035105661170971,-24.756849563748162,5.521702930877659,5.511832801476752,7.712645943215868,25.509538784031324,43.48675047889767,17.977211694866345,-5.369237573326586,-274.4848650809388,-103.1336909959208,0.7841296096410133,False,False,False,False,False,True,False,0.6133708387619526,47.02094756688176
65,1.0833333333333333,150.37576957127237,157.725962297058,138.54893617238133,161.27906551398095,120.1071121278718,113.38622879246918,158.06537941097312,65.77234494794405,6.696712536990404,6.73132301412207,5.691076751303817,9.96559802556943,-33.09028322182295,-43.82884111590154,2.3323254212863542,-23.640994333133563,5.74004330958627,2.929175984996388,9.017754627231565,25.734578394271608,43.40649852742747,17.671920133155865,252.8116152975207,-81.4217269846813,-24.953260369733243,3.677778132280878,False,False,False,False,False,True,False,0.5940392640617983,46.898679441482614
66,1.1,153.0674079080398,155.05092873777753,139.56975330679296,164.7708973182926,107.74390099085592,117.49220359804566,157.4572896456932,56.634361389492405,8.71185110399118,8.75027675507274,4.687808778206813,8.200075431815163,-34.603628441045046,-41.03855051714293,-41.67504708851906,-13.958807815929532,9.244272801821245,-0.7710508014947262,9.949664102965878,25.08689019892285,47.83808114743713,22.75119094851428,1701.071399730871,-413.5137551109915,86.1460419666281,374.0348030189432,False,False,False,False,False,True,False,0.3485468772046162,46.55093005277501
67,1.1166666666666667,155.489881757488,154.45721921056838,142.26562725618894,168.09688239711787,95.32659137572067,120.67432836700384,157.04631118205393,53.581527582714315,11.265852132752508,11.294711580439737,4.342421303311786,7.593499657640233,-35.19007469573723,-39.70272769749971,-49.0655802746758,-10.034353714257259,10.77054693730003,-5.039047804823159,10.328174873946821,24.737603907741683,50.22669584142821,25.489091933686527,-408.2452158823344,-155.3178769235791,46.10875062810976,166.32061645406338,False,False,True,False,False,True,False,0.24341766827756797,46.04715567742028
68,1.1333333333333333,156.75312229347398,155.58274460795076,146.38385343889558,170.5928013092658,85.06001265374559,123.1052008199076,159.5666155263327,90.50374573814005,14.228159618453091,14.24196873148753,8.558868618539023,15.05015629972634,-32.83231820382987,-33.899160384154214,-55.78104351321311,-11.776465188369947,14.622624864107943,-9.18465925352164,10.13459220359191,20.158697593841595,61.2936041902322,41.13490659639061,-544.39318381801,452.74072724975156,394.83673408860284,562.8305397836186,False,False,False,False,False,True,False,0.052074765790728096,45.46280007691629
69,1.15,156.69148546297768,157.54907532857163,151.3582745526568,171.7664381722293,78.37765556176163,125.24614146031794,160.53735057568767,120.20485744027451,17.408550674790387,17.40853203140698,10.621895414545214,18.7540472619027,-31.716505218077756,-31.517643425560156,-57.04340177284409,-13.48406048755848,16.093269256179298,-12.550880835161312,9.51072304044959,18.116261365349708,66.69724306638741,48.58098170103771,-142.69027472122275,245.34673546850115,165.9543755029773,226.47507893851923,False,False,False,False,False,True,False,0.014660674412644662,44.94935276386908
70,1.1666666666666667,155.78769126702616,159.21762809939773,156.4546435920999,171.4835665544176,75.66064172333876,127.69882314904423,164.648282839769,140.76173487458394,20.579700700291596,20.570939279091967,13.958897271598921,24.85661656270113,-27.54504404570835,-27.073394273439117,-56.46350858246874,-3.027962911579794,21.90788688450722,-14.670543236757094,8.705381055892374,13.395228248994105,82.18314065760995,68.78791240861585,-215.49407891946373,-360.7109054342561,618.2532445974266,-454.8633304724433,False,False,False,False,False,True,False,0.14691219465799135,44.34186907527888
71,1.1833333333333333,154.83276889280611,159.51262870086995,160.95716546795535,170.0276735182715,76.32745504175224,130.98160834981368,166.3845513620369,140.76506775295968,23.508005500190915,23.49644466441583,15.208499393457926,27.18532858324551,-25.92257300499849,-25.728880948992227,-56.09411610641399,1.4733877796360073,24.207478783094164,-15.363868683770754,7.987698801151855,11.428607037739637,87.69895666549078,76.27034962775114,-75.18471387955913,-189.41024200801905,244.4766727385678,-204.3433344065494,False,False,False,False,False,True,False,0.18514007930663298,43.768368977421986
72,1.2,154.5228412277971,157.76000428850364,164.33514768348044,168.00433168748407,79.18078501561128,135.26024943855978,166.77183000058938,140.867546461883,25.984993351678106,25.975266420962928,15.409987764059313,27.563344491535034,-25.57916766014001,-25.73849216378905,-55.81357488674273,2.840074209686019,24.657014076984062,-14.75712263670709,7.551947090901678,11.135301320627635,88.4580521491294,77.32275082850177,-3.7718475114803596,-82.57785869153452,49.59574115910925,-23.132713555580153,False,False,False,False,False,True,False,0.18516127794999984,43.31396404759221
73,1.2166666666666666,155.17926891695274,153.97896355082236,166.3358883841849,166.13604832251474,82.84015096677598,140.10097110297377,168.55429120802273,148.43807049088304,27.852050392926394,27.84651706966346,18.650612012095696,33.752086569746965,-28.385620032627852,-24.275348373594863,-52.97437514990677,-12.695393730076368,28.20032316041454,-13.22481381871531,7.43627513358242,7.044134429755754,81.21423148290127,74.17009705314551,338.739126560136,1019.9167038073597,108.82568633581798,-245.18764557295867,False,False,False,False,False,True,False,0.13643961670804372,42.95322479875105
74,1.2333333333333334,156.6868229623186,149.0180907370709,166.98167671660826,165.03660778915292,86.11639100989768,144.37596547546062,168.37921712834,151.50405413603963,29.015177493947135,29.014023114587193,19.946904672053044,36.292113711090465,-29.744227819178743,-23.867220796940135,-51.68954659455238,-21.10087511674259,29.467280578350383,-11.27565297691663,7.481653546225354,5.765073769938728,77.95015636608767,72.18508259614894,158.60618051461813,528.816537801552,20.619451452142243,-79.12230941466134,False,True,False,False,False,True,False,0.10296801793035758,42.738212095065045
75,1.25,158.63242201836383,144.3979871968973,166.48867796417466,165.04909665114184,88.24850294054552,146.47804345468768,168.83415746270404,164.0561970412287,29.44998136374429,29.45195769896754,21.07503929662653,38.53674583726041,-31.051135195594178,-27.817345451687206,-48.77026872916481,7.868253000454427,29.324996093967343,-9.415105324990773,7.363130291175593,0.10646234293281127,70.41796246785356,70.31150012492074,253.5711145070644,-1975.1551663347964,-118.07401037795728,208.95521619387694,False,False,False,False,False,True,False,0.15690507521788497,42.78836122374466
76,1.2666666666666666,160.54289288257849,141.8090521845219,165.15265627497578,166.19304496874474,88.98264044573276,144.8929552786749,169.0662822936758,170.04064211289293,29.19762030471575,29.200961299913285,21.199528725739853,38.78649749026105,-31.392351574801207,-29.56568771594231,-47.27615460684622,36.44029533931803,28.929053876162865,-8.022908906268238,6.708703247111047,2.341638101558194,68.14328391259191,65.80164581103372,110.11983009100163,-1819.2230762185225,-61.963514317369004,109.22419753168697,False,False,False,False,False,True,False,0.18427443052349574,43.02787450747296
